Última atualização: 18/01/2021;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código OACI;CIAD;Nome;Município;UF;Longitude;Latitude;Altitude;Operação;Designação;Comprimento;Largura;Resistência;Superfície;Validade do Registro;Portaria de Registro;Link Portaria
SSPP;GO0109;FAZENDA ESTREITO E PONTE DE PEDRAS;MONTIVIDIU;Goiás;"051°13'06,0""O";"17°16'00,0""S";871;VFR Diurna;8/26;920;20;5700Kg / ,5 MPa;Cascalho;11/01/2028;PA2018-0031;https://pergamum.anac.gov.br/arquivos/PA2018-0031
SDGT;AM0028;Agrotec;MANACAPURU;Amazonas;"060°32'29,0""O";"03°12'20,0""S";32;VFR Diurna;8/26;1200;30;5700Kg / ,5 MPa;Asfalto;02/07/2028;PA2019-0481;https://pergamum.anac.gov.br/arquivos/PA2019-0481
SNQQ;GO0196;Centroar;FLORES DE GOIÁS;Goiás;"047°02'10,0""O";"14°29'48,4""S";445;VFR Diurna;3/21;920;30;5000Kg / ,5 MPa;Terra;14/06/2029;PA2019-1862;https://pergamum.anac.gov.br/arquivos/PA2019-1862
SJHD;TO0029;Josidith;DARCINÓPOLIS;Tocantins;"047°49'04,0""O";"06°49'55,0""S";399;VFR Noturna;1/19;1300;30;5700Kg / ,5 MPa;Asfalto;15/10/2028;PA2018-3103;https://pergamum.anac.gov.br/arquivos/PA2018-3103
SWLL;BA0181;Fazenda Liberdade;CORRENTINA;Bahia;"045°24'54""O";"13°37'36,0""S";784;VFR Noturna;11/29;1000;18;6/F/B/Z/U;Asfalto;22/10/2028;PA2018-3106;https://pergamum.anac.gov.br/arquivos/PA2018-3106
SSVE;MS0340;Fazenda Cerro Verde;TACURU;Mato Grosso do Sul;"055°03'28,0""O";"23°48'46,0""S";381;VFR Diurna;3/21;900;30;5000Kg / ,5 MPa;Grama;20/06/2022;PA2012-1224;https://pergamum.anac.gov.br/arquivos/PA2012-1224
SNZB;SC0036;Rancho Sumidor;RIO DO OESTE;Santa Catarina;"049°49'53,0""O";"27°11'31,0""S";450;VFR Diurna;2/20;600;18;3000Kg / ,5 MPa;Terra;20/04/2027;PA2017-1144;https://pergamum.anac.gov.br/arquivos/PA2017-1144
SWHF;BA0178;Fazenda Chaparral;CORRENTINA;Bahia;"045°22'18,0""O";"13°28'24,0""S";777;VFR Diurna;10/28;1590;30;5700Kg / ,5 MPa;Saibro;04/06/2028;PA2018-1614;https://pergamum.anac.gov.br/arquivos/PA2018-1614
SSSI;PI0054;Fazenda Manto Verde;BAIXA GRANDE DO RIBEIRO;Piauí;"045°00'53,0""O";"07°52'05,0""S";442;VFR Diurna;12/30;1500;20;5700Kg / ,5 MPa;Terra;25/06/2029;PA2019-1785;https://pergamum.anac.gov.br/arquivos/PA2019-1785
SNOI;SP0231;ESTANCIA IRMÃOS MARTINS;TUPÃ;São Paulo;"050°29'21,0""O";"22°00'18,0""S";430;VFR Diurna;10/28;400;18;5600Kg / ,5 MPa;Terra;04/07/2028;PA2018-1992;https://pergamum.anac.gov.br/arquivos/PA2018-1992
SIAS;MT0574;Fazenda Cachoeira Alta;PARANATINGA;Mato Grosso;"054°16'06,0""O";"12°56'25,0""S";350;VFR Diurna;10/28;1100;18;5700Kg / ,5 MPa;Cascalho;12/02/2030;PA2020-0256;https://pergamum.anac.gov.br/arquivos/PA2020-0256
SJKC;PA0071;Pista Aldeia Kikretum;OURILÂNDIA DO NORTE;Pará;"051°39'11,0""O";"07°07'52,0""S";220;VFR Diurna;4/22;600;18;4000Kg / ,5 MPa;Terra;14/11/2027;PA2017-3739;https://pergamum.anac.gov.br/arquivos/PA2017-3739
SNNF;MS0220;Fazenda Nossa Senhora de Fátima;JARAGUARI;Mato Grosso do Sul;"054°38'57,0""O";"20°09'17,0""S";421;VFR Diurna;16/34;900;20;5700Kg / ,5 MPa;Cascalho;14/02/2028;PA2018-0441;https://pergamum.anac.gov.br/arquivos/PA2018-0441
SDTD;MS0054;Fazenda Campanário;LAGUNA CARAPÃ;Mato Grosso do Sul;"055°04'25,0""O";"22°46'56,0""S";426;VFR Diurna;16/34;1000;30;5600Kg / ,5 MPa;Grama;19/08/2021;PA2013-2010;https://pergamum.anac.gov.br/arquivos/PA2013-2010
SJIN;MT0183;Fazenda Lagoa Baia da Saudade;COCALINHO;Mato Grosso;"051°04'53,0""O";"14°27'40,0""S";270;VFR Diurna;1/19;1000;20;5700Kg / ,5 MPa;Grama;22/11/2028;PA2018-3427;https://pergamum.anac.gov.br/arquivos/PA2018-3427
SWRW;MT0391;Fazenda Santa Alice;MIRASSOL D'OESTE;Mato Grosso;"058°02'40,0""O";"15°35'15,0""S";229;VFR Diurna;18/36;950;20;5400Kg / ,5 MPa;Cascalho;06/06/2022;PA2012-1131;https://pergamum.anac.gov.br/arquivos/PA2012-1131
SIYW;AM0032;Fazenda Estrela;LÁBREA;Amazonas;"065°43'52,0""O";"09°32'15,0""S";166;VFR Diurna;1/19;700;18;5700Kg / ,5 MPa;Terra;20/04/2027;PA2017-1145;https://pergamum.anac.gov.br/arquivos/PA2017-1145
SIMW;MS0103;Fazenda Retiro do Cervo I;JARAGUARI;Mato Grosso do Sul;"053°58'15,0""O";"20°20'56,0""S";485;VFR Diurna;17/35;1000;18;5700Kg / ,5 MPa;Terra;19/12/2022;PA2015-3433;https://pergamum.anac.gov.br/arquivos/PA2015-3433
SDOY;PA0035;Fazenda Monte Dourado;SÃO FÉLIX DO XINGU;Pará;"051°45'24,0""O";"06°13'26,0""S";236;VFR Diurna;11/29;1000;18;5000Kg / ,5 MPa;Cascalho;31/07/2025;PA2015-2026;https://pergamum.anac.gov.br/arquivos/PA2015-2026
SIUA;RS0068;Águas Claras;VIAMÃO;Rio Grande do Sul;"050°51'13,0""O";"30°07'10,0""S";36;VFR Noturna;17/35;450;20;5000Kg / ,5 MPa;Grama;18/04/2028;PA2018-1217;https://pergamum.anac.gov.br/arquivos/PA2018-1217
SSDQ;MS0259;Fazenda Marema;MIRANDA;Mato Grosso do Sul;"056°38'07,0""O";"20°10'56,0""S";140;VFR Diurna;4/22;700;20;5700Kg / ,5 MPa;Grama;10/05/2023;PA2013-1157;https://pergamum.anac.gov.br/arquivos/PA2013-1157
SIIJ;MS0086;São Geraldo;BONITO;Mato Grosso do Sul;"056°34'10,0""O";"21°15'14,0""S";335;VFR Diurna;17/35;830;30;5000Kg / ,5 MPa;Grama;09/09/2021;PA2011-1701;https://pergamum.anac.gov.br/arquivos/PA2011-1701
SDQF;GO0043;Fazenda Floresta;SANTO ANTÔNIO DA BARRA;Goiás;"050°41'40,0""O";"17°35'53,0""S";612;VFR Diurna;14/32;1000;18;5600Kg / ,5 MPa;Terra;01/02/2022;PA2015-2266;https://pergamum.anac.gov.br/arquivos/PA2015-2266
SIZC;BA0100;Fazenda Cachoeira do Café;FORMOSA DO RIO PRETO;Bahia;"045°36'50,0""O";"11°16'25,0""S";763;VFR Diurna;9/27;1200;25;5700Kg / ,5 MPa;Terra;11/02/2025;PA2015-0331;https://pergamum.anac.gov.br/arquivos/PA2015-0331
SWBT;MS0365;Fazenda Tupi;NOVA ANDRADINA;Mato Grosso do Sul;"053°07'43,0""O";"21°48'19,0""S";464;VFR Diurna;4/22;780;23;5000Kg / ,5 MPa;Grama;08/02/2027;PA2017-0294;https://pergamum.anac.gov.br/arquivos/PA2017-0294
SDZN;RR0029;Warogarem;UIRAMUTÃ;Roraima;"060°13'10,0""O";"04°48'22,0""N";224;VFR Diurna;17/35;790;20;4000Kg / ,5 MPa;Terra;;;
SWJS;MT0686;Santa Rosa Pantanal Hotel;POCONÉ;Mato Grosso;"056°47'30,0""O";"17°21'59,0""S";111;IFR Noturna;12/30;900;18;5700Kg / ,5 MPa;Terra;;;
SNLQ;GO0100;Fazenda Conforto;NOVA CRIXÁS;Goiás;"050°24'57,0""O";"14°03'57,0""S";294;IFR Noturna;11/29;1620;25;28/F/A/X/T;Asfalto;01/10/2023;PA2020-2286;https://pergamum.anac.gov.br/arquivos/PA2020-2286
SIDF;MT0087;Fazenda São José;CÁCERES;Mato Grosso;"058°28'47,0""O";"16°04'03,0""S";206;VFR Diurna;3/21;900;18;5700Kg / ,5 MPa;Cascalho;24/05/2023;PA2013-1320;https://pergamum.anac.gov.br/arquivos/PA2013-1320
SNSP;PI0078;Fazenda Tropical;BAIXA GRANDE DO RIBEIRO;Piauí;"045°01'17,0""O";"08°42'40,0""S";512;VFR Diurna;9/27;1400;15;5700Kg / ,5 MPa;Cascalho;08/08/2030;PA2020-2375;https://pergamum.anac.gov.br/arquivos/PA2020-2375
SJZS;PI0031;Fazenda Canel;URUÇUÍ;Piauí;"044°49'14,0""O";"07°32'04,0""S";390;VFR Diurna;14/32;1100;24;3000Kg / ,5 MPa;Piçarra;14/11/2024;PA2017-0834;https://pergamum.anac.gov.br/arquivos/PA2017-0834
SNIN;RS0084;Nova Era;PANTANO GRANDE;Rio Grande do Sul;"052°26'31,0""O";"30°12'47,6""S";50;VFR Diurna;17/35;460;18;3000Kg / ,5 MPa;Grama;05/05/2027;PA2017-1273;https://pergamum.anac.gov.br/arquivos/PA2017-1273
SSWA;MT0319;Fazenda Alvorada I;SÃO JOSÉ DO XINGU;Mato Grosso;"052°39'16,0""O";"10°42'24,0""S";780;VFR Diurna;17/35;1200;20;5000Kg / ,5 MPa;Cascalho;22/11/2023;PA2017-0506;https://pergamum.anac.gov.br/arquivos/PA2017-0506
SWHN;MS0377;Fazenda Colibri;SELVÍRIA;Mato Grosso do Sul;"051°50'45,0""O";"20°13'37,0""S";424;VFR Diurna;7/25;900;40;5000Kg / ,5 MPa;Terra;11/03/2024;PA2014-0558;https://pergamum.anac.gov.br/arquivos/PA2014-0558
SWSD;MT0395;Fazenda Santo Antônio;ARAGUAIANA;Mato Grosso;"051°48'52,0""O";"15°37'01,0""S";310;VFR Noturna;1/19;1287;20;12/F/B/X/T;Asfalto;11/02/2024;PA2015-1053;https://pergamum.anac.gov.br/arquivos/PA2015-1053
SDRQ;BA0078;Fazenda Brinquinho;SÃO DESIDÉRIO;Bahia;"046°15'07,0""O";"12°49'38,0""S";939;VFR Diurna;9/27;1600;25;5700Kg / ,5 MPa;Terra;06/11/2024;PA2014-2586;https://pergamum.anac.gov.br/arquivos/PA2014-2586
SNJJ;MS0212;Fazenda Vô Anízio;DOIS IRMÃOS DO BURITI;Mato Grosso do Sul;"055°22'23,0""O";"20°42'33,0""S";263;VFR Diurna;6/24;900;30;5700Kg / ,5 MPa;Cascalho;;;
SSGP;DF0007;Piquet;BRASÍLIA;Distrito Federal;"047°48'33,9""O";"15°51'16,1""S";1088;VFR Noturna;10/28;590;18;12/F/C/X/T;Asfalto;10/04/2024;PA2014-0856;https://pergamum.anac.gov.br/arquivos/PA2014-0856
SWBP;SP0271;Fazenda Continental;COLÔMBIA;São Paulo;"048°39'30,0""O";"20°14'28,0""S";450;VFR Diurna;10/28;1300;40;5000Kg / ,5 MPa;Cascalho;16/12/2025;PA2015-3315;https://pergamum.anac.gov.br/arquivos/PA2015-3315
SJJL;BA0115;Fazenda Campo Aberto;BARREIRAS;Bahia;"045°57'53,0""O";"11°47'18,0""S";737;VFR Diurna;16/34;1080;30;8/F/B/Y/U;Asfalto;26/10/2020;PA2019-374;https://pergamum.anac.gov.br/arquivos/PA2019-374
SWOC;MS0388;Fazenda São Bento do Bocajah;CARACOL;Mato Grosso do Sul;"057°21'53,0""O";"22°01'31,0""S";135;VFR Diurna;15/33;650;38;3000Kg / ,5 MPa;Cascalho;31/10/2022;PA2012-2298;https://pergamum.anac.gov.br/arquivos/PA2012-2298
SJRB;MT0212;Fazenda VR;SANTA CRUZ DO XINGU;Mato Grosso;"052°30'24,0""O";"10°06'54,0""S";354;VFR Diurna;9/27;1400;30;5700Kg / ,5 MPa;Cascalho;08/08/2021;PA2013-2427;https://pergamum.anac.gov.br/arquivos/PA2013-2427
SWVU;MS0398;Fazenda Ramalhete;RIO BRILHANTE;Mato Grosso do Sul;"054°34'36,0""O";"21°44'00,0""S";335;VFR Diurna;18/36;900;40;5700Kg / ,5 MPa;Grama;19/03/2023;PA2013-0707;https://pergamum.anac.gov.br/arquivos/PA2013-0707
SSND;MT0299;Santa Maria;SÃO FÉLIX DO ARAGUAIA;Mato Grosso;"052°49'27,0""O";"11°09'53,0""S";341;VFR Diurna;1/19;1400;20;5700Kg / ,5 MPa;Cascalho;31/07/2024;PA2014-1759;https://pergamum.anac.gov.br/arquivos/PA2014-1759
SIFA;MS0078;Fazenda Sete;AQUIDAUANA;Mato Grosso do Sul;"056°28'26,0""O";"19°47'08,0""S";100;VFR Diurna;16/34;800;18;3500Kg / ,5 MPa;Grama;31/07/2025;PA2015-2025;https://pergamum.anac.gov.br/arquivos/PA2015-2025
SJYO;RR0097;Bananal;UIRAMUTÃ;Roraima;"060°35'08,0""O";"04°37'58,0""N";272;VFR Diurna;16/34;700;25;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2894;https://pergamum.anac.gov.br/arquivos/PA2012-2894
SDYF;MT0074;Fazenda Irmãos Munaretto;LUCAS DO RIO VERDE;Mato Grosso;"055°59'35,0""O";"13°06'24,0""S";429;VFR Diurna;1/19;1300;20;5700Kg / ,5 MPa;Cascalho;02/03/2025;PA2015-0497;https://pergamum.anac.gov.br/arquivos/PA2015-0497
SIOV;MT0114;Municipal de Vera;VERA;Mato Grosso;"055°20'02,0""O";"12°19'09,0""S";375;VFR Diurna;11/29;980;20;5700Kg / ,5 MPa;Cascalho;21/10/2025;PA2015-2308;https://pergamum.anac.gov.br/arquivos/PA2015-2308
SJPX;MT0208;Fazenda Cidade Verde;POXORÉU;Mato Grosso;"054°22'20,0""O";"15°24'55,0""S";618;VFR Diurna;3/21;1000;18;4200Kg / ,5 MPa;Cascalho;13/10/2021;PA2011-1957;https://pergamum.anac.gov.br/arquivos/PA2011-1957
SJFU;PB0013;Tabuleiro;BANANEIRAS;Paraíba;"035°37'49,0""O";"06°41'39,0""S";523;VFR Diurna;4/22;900;20;5600Kg / ,5 MPa;Piçarra;;;
SJWP;BA0125;Warpol;SÃO DESIDÉRIO;Bahia;"045°55'25,0""O";"12°37'10,0""S";808;VFR Diurna;9/27;1700;30;5700Kg / ,5 MPa;Terra;;;
SJEN;RS0076;Pista Plá e Silva;SANTA VITÓRIA DO PALMAR;Rio Grande do Sul;"052°58'35,0""O";"33°08'38,0""S";3;VFR Diurna;14/32;700;30;4000Kg / ,5 MPa;Grama;;;
SJGZ;MS0167;Fazenda Araçatuba;ANAURILÂNDIA;Mato Grosso do Sul;"052°40'30""O";"22°05'24,0""S";375;VFR Diurna;8/26;1000;25;5600Kg / ,5 MPa;Grama;06/03/2025;PA2015-0552;https://pergamum.anac.gov.br/arquivos/PA2015-0552
SJZP;MT0239;Mathovi;NOVO MUNDO;Mato Grosso;"055°27'57,0""O";"09°50'18,0""S";278;VFR Diurna;3/21;1100;30;5200Kg / ,5 MPa;Cascalho;;;
SJRR;GO0083;Fazenda Barreiro;PARAÚNA;Goiás;"050°57'19,0""O";"17°01'19,0""S";747;VFR Diurna;2/20;800;18;5700Kg / ,5 MPa;Terra;23/11/2021;PA2014-0864;https://pergamum.anac.gov.br/arquivos/PA2014-0864
SNWD;MS0232;Fazenda Guavirá;IGUATEMI;Mato Grosso do Sul;"054°36'30,0""O";"23°25'49,0""S";407;VFR Diurna;15/33;980;30;5000Kg / ,5 MPa;Grama;18/07/2023;PA2013-1845;https://pergamum.anac.gov.br/arquivos/PA2013-1845
SSOT;MG0186;Fazenda Saco da Tapera;SÃO ROMÃO;Minas Gerais;"045°20'34,0""O";"16°20'51,0""S";481;VFR Diurna;1/19;1700;23;5000Kg / ,5 MPa;Terra;20/06/2022;PA2019-2861;https://pergamum.anac.gov.br/arquivos/PA2019-2861
SSLR;MS0303;Ocorema;LADÁRIO;Mato Grosso do Sul;"057°35'36,0""O";"19°06'18,0""S";126;VFR Diurna;2/20;650;20;5000Kg / ,5 MPa;Terra;19/11/2024;PA2014-2706;https://pergamum.anac.gov.br/arquivos/PA2014-2706
SSJV;MS0293;Fazenda Piratininga;CORUMBÁ;Mato Grosso do Sul;"056°28'48""O";"17°56'33,0""S";46;VFR Diurna;2/20;660;18;5700Kg / ,5 MPa;Grama;06/04/2025;PA2015-0821;https://pergamum.anac.gov.br/arquivos/PA2015-0821
SDWN;SP0160;Fazenda Barreiro Grande;COLÔMBIA;São Paulo;"048°46'31,0""O";"20°20'53,0""S";532;VFR Diurna;9/27;800;23;5000Kg / ,5 MPa;Terra;26/03/2022;PA2013-2385;https://pergamum.anac.gov.br/arquivos/PA2013-2385
SWFH;BA0175;Fly Club;PORTO SEGURO;Bahia;"039°00'54""O";"16°21'30,0""S";5;VFR Diurna;4/22;650;18;2500Kg / ,5 MPa;Terra;;;
SWVF;MT0415;Fazenda Santo Antônio do Guaporé;VILA BELA DA SANTÍSSIMA TRINDADE;Mato Grosso;"059°55'30""O";"16°00'40,0""S";226;VFR Diurna;8/26;1000;20;4500Kg / ,5 MPa;Terra;13/09/2022;PA2015-3425;https://pergamum.anac.gov.br/arquivos/PA2015-3425
SNTB;BA0332;SANTA COLOMBA AGROPECUÁRIA;COCOS;Bahia;"045°33'40,0""O";"14°46'26,0""S";856;VFR Diurna;10/28;1400;20;5700Kg / ,5 MPa;Cascalho;01/09/2030;PA2020-1982;https://pergamum.anac.gov.br/arquivos/PA2020-1982
SNLC;MG0307;Fazenda Panambi;BURITIS;Minas Gerais;"046°27'56,0""O";"15°49'35,0""S";922;IFR Noturna;7/25;1000;18;12/F/B/Y/U;Asfalto;;;
SNVP;MG0319;Fazenda Paraíso;VÁRZEA DA PALMA;Minas Gerais;"044°57'16,0""O";"17°34'55,0""S";;IFR Noturna;13/31;1000;23;5400Kg / ,5 MPa;Terra;;;
SWQJ;AP0014;COOMEJ;ALMEIRIM;Pará;"052°56'59,5""O";"00°06'06,5""S";100;IFR Noturna;17/35;1000;50;5700Kg / ,5 MPa;Terra;23/09/2030;PA2020-2427;https://pergamum.anac.gov.br/arquivos/PA2020-2427
SDRA;SP0137;Fazenda das Represas;SÃO MIGUEL ARCANJO;São Paulo;"048°03'03,0""O";"23°52'38,0""S";692;VFR Diurna;16/34;748;18;5000Kg / ,5 MPa;Terra;05/04/2022;PA2013-0947;https://pergamum.anac.gov.br/arquivos/PA2013-0947
SSJG;MS0289;Fazenda Santa Ana;PORTO MURTINHO;Mato Grosso do Sul;"057°40'53,0""O";"21°12'59,0""S";107;VFR Diurna;2/20;700;18;5000Kg / ,5 MPa;Grama;05/10/2021;PA2016-1687;https://pergamum.anac.gov.br/arquivos/PA2016-1687
SJJV;MS0174;Fazenda Primavera;CAMPO GRANDE;Mato Grosso do Sul;"054°19'44,0""O";"20°58'29,0""S";495;VFR Diurna;8/26;1060;15;5700Kg / ,5 MPa;Asfalto;01/03/2027;PA2017-4306;https://pergamum.anac.gov.br/arquivos/PA2017-4306
SJLN;RR0055;Maloquinha;UIRAMUTÃ;Roraima;"060°35'26,0""O";"04°43'37,0""N";576;VFR Diurna;9/27;700;20;4000Kg / ,5 MPa;Terra;28/12/2022;PA2012-2854;https://pergamum.anac.gov.br/arquivos/PA2012-2854
SWSP;MT0402;Sopave Norte;NOVA UBIRATÃ;Mato Grosso;"054°44'18,0""O";"13°43'31,0""S";515;VFR Diurna;1/19;1100;20;5700Kg / ,5 MPa;Cascalho;19/05/2024;PA2014-1141;https://pergamum.anac.gov.br/arquivos/PA2014-1141
SDFC;SP0098;Fazenda Constância;ALTAIR;São Paulo;"049°11'20,0""O";"20°29'20,0""S";509;VFR Diurna;18/36;1000;23;5700Kg / ,5 MPa;Terra;11/05/2021;PA2014-0981;https://pergamum.anac.gov.br/arquivos/PA2014-0981
SWSL;MT0399;SOLAG - Sol e Lua Aviação Agrícola;LUCAS DO RIO VERDE;Mato Grosso;"056°02'55,7""O";"13°19'23,9""S";430;VFR Diurna;4/22;1300;23;5700Kg / ,5 MPa;Cascalho;06/02/2023;PA2013-2316;https://pergamum.anac.gov.br/arquivos/PA2013-2316
SNOA;MA0040;Fazenda Irajá;BALSAS;Maranhão;"046°04'27,0""O";"07°19'06,0""S";275;VFR Diurna;4/22;800;20;3000Kg / ,5 MPa;Cascalho;07/02/2022;PA2015-0501;https://pergamum.anac.gov.br/arquivos/PA2015-0501
SWXA;GO0149;Fazenda Canadazinho;JUSSARA;Goiás;"051°24'02,0""O";"15°02'32,0""S";254;VFR Diurna;8/26;900;18;5000Kg / ,5 MPa;Terra;16/05/2023;PA2013-1225;https://pergamum.anac.gov.br/arquivos/PA2013-1225
SIJZ;PA0049;Fazenda Vera Paz;ITAITUBA;Pará;"056°45'53,0""O";"07°23'41,0""S";244;VFR Diurna;14/32;900;25;5670Kg / ,5 MPa;Piçarra;10/10/2023;PA2013-2645;https://pergamum.anac.gov.br/arquivos/PA2013-2645
SJAA;MT0161;Fazenda Araguari;GAÚCHA DO NORTE;Mato Grosso;"053°57'17,0""O";"13°20'33,0""S";416;VFR Diurna;2/20;1000;18;5700Kg / ,5 MPa;Cascalho;09/08/2023;PA2014-1244;https://pergamum.anac.gov.br/arquivos/PA2014-1244
SIUY;MT0139;Jair Feliciano de Deus;MIRASSOL D'OESTE;Mato Grosso;"058°06'41,0""O";"15°41'14,0""S";259;VFR Diurna;14/32;1100;24;5600Kg / ,5 MPa;Cascalho;02/12/2025;PA2015-3147;https://pergamum.anac.gov.br/arquivos/PA2015-3147
SIJR;PR0045;Ely Rego;BALSA NOVA;Paraná;"049°36'00,0""O";"25°32'22,0""S";883;VFR Diurna;12/30;500;25;2500Kg / ,5 MPa;Grama;15/09/2025;PA2015-2426;https://pergamum.anac.gov.br/arquivos/PA2015-2426
SIRI;BA0096;Barra Grande;MARAÚ;Bahia;"038°56'24""O";"13°54'22,0""S";10;VFR Diurna;11/29;1200;23;18/R/C/W/T;Concreto;;;
SIOQ;MS0112;Fazenda Mato Alto;IGUATEMI;Mato Grosso do Sul;"054°18'34,0""O";"23°30'20,0""S";400;VFR Diurna;13/31;1000;30;5000Kg / ,5 MPa;Grama;17/04/2023;PA2013-0969;https://pergamum.anac.gov.br/arquivos/PA2013-0969
SIRF;PE0015;José Múcio Monteiro;RIO FORMOSO;Pernambuco;"035°16'19,0""O";"08°37'51,0""S";109;VFR Diurna;13/31;719;18;5700Kg / ,5 MPa;Cascalho;27/03/2025;PA2015-0743;https://pergamum.anac.gov.br/arquivos/PA2015-0743
SINT;GO0052;Fazenda Santa Adélia;SANTA ISABEL;Goiás;"049°22'46,0""O";"15°11'41,0""S";686;VFR Diurna;9/27;850;30;5700Kg / ,5 MPa;Terra;11/08/2024;PA2014-1867;https://pergamum.anac.gov.br/arquivos/PA2014-1867
SIZS;MT0159;Agropecuária Equus;GAÚCHA DO NORTE;Mato Grosso;"053°26'21,0""O";"13°32'16,0""S";396;VFR Diurna;16/34;800;20;5700Kg / ,5 MPa;Cascalho;06/11/2024;PA2014-2591;https://pergamum.anac.gov.br/arquivos/PA2014-2591
SIVZ;RS0070;Mata-Fome;ITAQUI;Rio Grande do Sul;"056°32'55,0""O";"29°11'27,0""S";67;VFR Diurna;18/36;700;20;4800Kg / ,5 MPa;Terra;08/11/2023;PA2013-2910;https://pergamum.anac.gov.br/arquivos/PA2013-2910
SIIZ;GO0050;Fazenda Iporanga;MUTUNÓPOLIS;Goiás;"049°28'23,0""O";"13°45'30,0""S";384;VFR Diurna;9/27;751;19;5700Kg / ,5 MPa;Cascalho;11/09/2028;PA2018-2751;https://pergamum.anac.gov.br/arquivos/PA2018-2751
SNNW;GO0198;Fazenda Regalito;FLORES DE GOIÁS;Goiás;"046°52'14,0""O";"14°27'58,0""S";468;VFR Diurna;2/20;1200;20;5700Kg / ,5 MPa;Cascalho;03/07/2029;PA2019-1916;https://pergamum.anac.gov.br/arquivos/PA2019-1916
;MS0538;FAZENDA SANTA MARIA;ARAL MOREIRA;Mato Grosso do Sul;"055°15'48,0""O";"22°50'22,0""S";;VFR Diurna;3/21;850;23;5600Kg / ,5 MPa;Grama;19/11/2020;PA2020-3099;https://pergamum.anac.gov.br/arquivos/PA2020-3099
SSBJ;BA0360;Fazenda Savana;RIACHÃO DAS NEVES;Bahia;"045°33'08,0""O";"11°33'38,0""S";774;IFR Noturna;9/27;1400;23;11/F/B/X/U;Asfalto;19/11/2030;PA2020-3147;https://pergamum.anac.gov.br/arquivos/PA2020-3147
SNBJ;MT0600;Fazenda São Gotardo;BRASNORTE;Mato Grosso;"057°24'29,6""O";"13°00'45,8""S";381;IFR Noturna;3/21;1300;18;5700Kg / ,5 MPa;Terra;03/12/2030;PA2020-3169;https://pergamum.anac.gov.br/arquivos/PA2020-3169
SJJR;MG0128;Fazenda Recreio;ANDRELÂNDIA;Minas Gerais;"044°12'12,2""O";"21°42'46,5""S";1157;IFR Noturna;4/22;650;20;4500Kg / ,5 MPa;Terra;;;
;GO0262;Fazenda Tropical;SÃO LUIZ DO NORTE;Goiás;"049°11'44,0""O";"14°52'41,0""S";565;VFR Diurna;7/25;1050;18;5700Kg / ,5 MPa;Cascalho;19/11/2030;PA2020-3110;https://pergamum.anac.gov.br/arquivos/PA2020-3110
SWMX;MT0629;Fazenda Jauquara;BARRA DO BUGRES;Mato Grosso;"057°07'38,0""O";"15°10'26,0""S";175;VFR Diurna;18/36;800;18;5700Kg / ,5 MPa;Cascalho;19/11/2030;PA2020-3130;https://pergamum.anac.gov.br/arquivos/PA2020-3130
SDKE;PI0073;Valença do Piauí;VALENÇA DO PIAUÍ;Piauí;"041°45'53,0""O";"06°23'15,0""S";350;IFR Noturna;15/33;850;20;5700Kg / ,5 MPa;Terra;19/11/2030;PA2020-3156;https://pergamum.anac.gov.br/arquivos/PA2020-3156
SJVZ;SP0219;Represa Fazenda Capão da Cruz;GUATAPARÁ;São Paulo;"047°54'06,1""O";"21°25'50,4""S";575;VFR Noturna;2/20;1100;18;14/F/C/Y/T;Asfalto;06/05/2025;PA2015-1046;https://pergamum.anac.gov.br/arquivos/PA2015-1046
SIDG;RO0012;Irmãos Gonçalves;JARU;Rondônia;"062°31'02,0""O";"10°25'24,0""S";200;VFR Noturna;7/25;1200;80;8/F/C/Y/U;Asfalto;;;
SNNB;MG0158;Fazenda Cana Brava;PARACATU;Minas Gerais;"046°18'00,0""O";"17°10'26,0""S";543;VFR Diurna;11/29;700;200;5700Kg / ,62 MPa;Asfalto;30/05/2022;PA2015-0338;https://pergamum.anac.gov.br/arquivos/PA2015-0338
SSFG;MS0266;Fazenda Guanabara;CORUMBÁ;Mato Grosso do Sul;"055°45'04,0""O";"18°13'52,0""S";152;VFR Diurna;12/30;1200;30;5000Kg / ,5 MPa;Grama;05/02/2025;PA2015-0261;https://pergamum.anac.gov.br/arquivos/PA2015-0261
SJDU;RS0074;Nossa Senhora do Loreto;URUGUAIANA;Rio Grande do Sul;"056°57'37,0""O";"29°43'41,0""S";97;VFR Diurna;10/28;350;18;3000Kg / ,5 MPa;Grama;16/12/2025;PA2018-0065;https://pergamum.anac.gov.br/arquivos/PA2018-0065
SDQD;MT0054;Fazenda Candelária;VILA BELA DA SANTÍSSIMA TRINDADE;Mato Grosso;"060°00'47,0""O";"16°06'40,0""S";275;VFR Diurna;6/24;900;18;5700Kg / ,5 MPa;Grama;28/03/2027;PA2017-0868;https://pergamum.anac.gov.br/arquivos/PA2017-0868
SWIJ;BA0180;Fazenda Água Doce;JABORANDI;Bahia;"045°35'36,0""O";"14°03'02,8""S";823;VFR Diurna;1/19;1000;20;5000Kg / ,5 MPa;Cascalho;10/04/2024;PA2014-0859;https://pergamum.anac.gov.br/arquivos/PA2014-0859
